State,Year,TimeInterval,IP,ED
SC,2017,Q3,195.5881549,199.8726955
SC,2017,Q4,176.4601516,161.9213747
SC,2018,Annual,168.7815385,183.0716134
SC,2018,Q1,169.3693312,171.4841175
SC,2018,Q2,171.3767838,181.5057462
SC,2018,Q3,173.1861431,197.0332239
SC,2018,Q4,161.1938959,182.2633658
SC,2019,Q1,NA,NA
SC,2019,Q2,NA,NA
SD,2005,Annual,55.1498391,22.86017189
SD,2005,Q1,53.53950538,16.18355525
SD,2005,Q2,47.32664133,22.31456695
SD,2005,Q3,64.73265989,27.70243748
SD,2005,Q4,55.00054983,25.24012786
SD,2006,Annual,58.04189041,24.40137245
SD,2006,Q1,60.55935528,18.67036047
SD,2006,Q2,57.92037351,26.12411021
SD,2006,Q3,60.75915298,25.19623774
SD,2006,Q4,52.92867987,27.61478136
SD,2007,Annual,67.11059979,33.75521857
SD,2007,Q1,64.49844556,28.27882383
SD,2007,Q2,61.4685406,34.82501778
SD,2007,Q3,65.42458174,42.27986275
SD,2007,Q4,77.05083126,29.63716992
SD,2008,Annual,75.79482767,34.84431774
SD,2008,Q1,70.75201705,36.46488011
SD,2008,Q2,68.65421277,31.21696911
SD,2008,Q3,78.35719668,40.56496609
SD,2008,Q4,85.41588417,31.13045565
SD,2009,Annual,80.41786907,32.42528301
SD,2009,Q1,80.14158537,28.74980588
SD,2009,Q2,87.46401422,30.68002849
SD,2009,Q3,79.23596468,45.63334751
SD,2009,Q4,74.82991199,24.63795016
SD,2010,Annual,100.9384163,45.83091289
SD,2010,Q1,90.37719359,41.00796658
SD,2010,Q2,98.82146496,42.68665629
SD,2010,Q3,105.3926842,63.79875893
SD,2010,Q4,109.1623224,35.83026977
SD,2011,Annual,97.87443545,41.44925699
SD,2011,Q1,101.3304022,37.33099548
SD,2011,Q2,92.7079587,37.77831669
SD,2011,Q3,107.0039301,40.92648696
SD,2011,Q4,90.4554508,49.76122883
SD,2012,Annual,108.3994907,53.89866103
SD,2012,Q1,99.95308964,46.923362
SD,2012,Q2,110.1770135,59.63841965
SD,2012,Q3,118.8183222,59.51661019
SD,2012,Q4,104.6495374,49.51625227
SD,2013,Annual,125.9383135,57.85390903
SD,2013,Q1,120.6321952,56.29971374
SD,2013,Q2,116.2184356,44.20792394
SD,2013,Q3,130.7772254,61.18305315
SD,2013,Q4,136.125398,69.72494528
SD,2014,Annual,128.3294068,63.12433471
SD,2014,Q1,128.5193875,63.93749251
SD,2014,Q2,123.2112237,72.5642685
SD,2014,Q3,130.5982229,69.00710458
SD,2014,Q4,130.9887932,46.98847327
SD,2015,Annual,141.4724757,69.33482962
SD,2015,Q1,131.0161271,52.24370752
SD,2015,Q2,133.4181913,61.66212788
SD,2015,Q3,131.5378111,80.91692255
SD,2015,Q4,169.9177734,82.51656055
SD,2016,Annual,152.6743631,92.00999146
SD,2016,Q1,166.1221609,95.3084202
SD,2016,Q2,161.6144426,94.32152276
SD,2016,Q3,142.1522541,98.07896208
SD,2016,Q4,140.8085947,80.33106082
SD,2017,Annual,162.2070167,85.48873137
SD,2017,Q1,167.4475189,92.45427161
SD,2017,Q2,157.4648332,81.12973378
SD,2017,Q3,168.6307989,91.74932155
SD,2017,Q4,155.2849158,76.62159852
SD,2018,Annual,148.4333458,80.95178336
SD,2018,Q1,145.8754219,80.56342511
SD,2018,Q2,160.4047987,77.64787932
SD,2018,Q3,133.9720406,85.3195199
SD,2018,Q4,153.4811218,80.27630911
SD,2019,Q1,NA,NA
SD,2019,Q2,NA,NA
TN,2005,Annual,133.8078132,82.80602701
TN,2005,Q1,125.9703454,79.01816045
TN,2005,Q2,140.6606993,84.91026774
TN,2005,Q3,138.3919684,92.24293991
TN,2005,Q4,130.2082396,75.05273992
TN,2006,Annual,136.5606643,84.90733414
TN,2006,Q1,136.7236921,88.26057914
TN,2006,Q2,130.1396352,87.04924654
TN,2006,Q3,135.8288063,87.87765219
TN,2006,Q4,143.5505237,76.44185867
TN,2007,Annual,157.886971,89.51758536
TN,2007,Q1,152.66293,86.31207155
TN,2007,Q2,158.5350077,92.75911448
TN,2007,Q3,167.1698066,95.40357446
TN,2007,Q4,153.1801394,83.59558096
TN,2008,Annual,176.5898921,95.83312238
TN,2008,Q1,168.0258382,94.77497591
TN,2008,Q2,181.3277473,88.76034757
TN,2008,Q3,183.2578643,102.6058993
TN,2008,Q4,173.7481188,97.19126676
TN,2009,Annual,176.6075552,101.567718
TN,2009,Q1,182.8815883,98.603299
TN,2009,Q2,178.3241892,98.64144156
TN,2009,Q3,177.7635502,108.649133
TN,2009,Q4,167.4608933,100.3769986
TN,2010,Annual,186.2560065,109.1955208
TN,2010,Q1,174.7919887,99.91555725
TN,2010,Q2,175.914359,114.545399
TN,2010,Q3,201.0377252,117.3873658
TN,2010,Q4,193.279953,104.9337613
TN,2011,Annual,194.6114571,116.1144968
TN,2011,Q1,179.9750646,105.8289442
TN,2011,Q2,194.452733,114.102819
TN,2011,Q3,210.6726045,126.456532
TN,2011,Q4,193.3454263,118.0696917
TN,2012,Annual,246.205631,140.4699235
TN,2012,Q1,246.0013065,135.4618468
TN,2012,Q2,247.2214295,138.667506
TN,2012,Q3,255.0806665,152.1711847
TN,2012,Q4,236.5191215,135.5791564
TN,2013,Annual,245.1912009,156.984145
TN,2013,Q1,240.7175377,138.0024706
TN,2013,Q2,253.0672328,160.0667615
TN,2013,Q3,251.2623882,177.8051411
TN,2013,Q4,235.717645,152.0622069
TN,2014,Annual,251.7804526,145.6224662
TN,2014,Q1,235.9083085,135.862182
TN,2014,Q2,245.0213504,145.8486839
TN,2014,Q3,268.6811362,154.763703
TN,2014,Q4,257.5110153,146.0152962
TN,2015,Annual,335.4860418,199.6813157
TN,2015,Q1,295.2609755,173.3878866
TN,2015,Q2,315.1484121,193.8592643
TN,2015,Q3,333.0022818,202.3475893
TN,2015,Q4,398.5324976,229.1305226
TN,2016,Annual,421.0551472,285.0787955
TN,2016,Q1,402.2190147,264.9190084
TN,2016,Q2,423.9113975,290.7467164
TN,2016,Q3,430.8540353,307.6998952
TN,2016,Q4,427.2361415,276.9495619
TN,2017,Annual,425.638442,284.6724038
TN,2017,Q1,422.3233069,285.4715514
TN,2017,Q2,417.5831839,288.1869633
TN,2017,Q3,442.2131033,287.3291158
TN,2017,Q4,420.4341739,277.7019848
TN,2018,Annual,401.400416,245.5448353
TN,2018,Q1,407.9193972,241.6941086
TN,2018,Q2,403.2230488,248.8236084
TN,2018,Q3,421.6029351,268.5174349
TN,2018,Q4,372.8562828,223.1441891
TN,2019,Q1,NA,NA
TN,2019,Q2,NA,NA
TX,2005,Annual,69.35879431,NA
TX,2005,Q1,61.92496721,NA
TX,2005,Q2,70.1289638,NA
TX,2005,Q3,74.68594356,NA
TX,2005,Q4,70.69530266,NA
TX,2006,Annual,75.60580533,NA
TX,2006,Q1,69.70096025,NA
TX,2006,Q2,77.38346513,NA
TX,2006,Q3,79.22195681,NA
TX,2006,Q4,76.11683914,NA
TX,2007,Annual,80.34589862,NA
TX,2007,Q1,78.13013837,NA
TX,2007,Q2,82.49729047,NA
TX,2007,Q3,84.30946921,NA
TX,2007,Q4,76.44669643,NA
TX,2008,Annual,78.26934123,NA
TX,2008,Q1,74.59460569,NA
TX,2008,Q2,79.93044818,NA
TX,2008,Q3,79.82235831,NA
TX,2008,Q4,78.72995274,NA
TX,2009,Annual,85.245504,NA
TX,2009,Q1,81.64856971,NA
TX,2009,Q2,87.31377183,NA
TX,2009,Q3,90.26904722,NA
TX,2009,Q4,81.75062724,NA
TX,2010,Annual,87.1332267,NA
TX,2010,Q1,83.48363928,NA
TX,2010,Q2,87.66878438,NA
TX,2010,Q3,90.07833558,NA
TX,2010,Q4,87.30214757,NA
TX,2011,Annual,95.70433883,NA
TX,2011,Q1,90.98809321,NA
TX,2011,Q2,95.71327829,NA
TX,2011,Q3,100.9511075,NA
TX,2011,Q4,95.16487629,NA
TX,2012,Annual,100.6548214,NA
TX,2012,Q1,99.78921363,NA
TX,2012,Q2,100.5393256,NA
TX,2012,Q3,105.3756367,NA
TX,2012,Q4,96.9151095,NA
TX,2013,Annual,98.48845925,NA
TX,2013,Q1,96.32481853,NA
TX,2013,Q2,99.90224562,NA
TX,2013,Q3,102.6211798,NA
TX,2013,Q4,95.10559302,NA
TX,2014,Annual,98.57193484,NA
TX,2014,Q1,93.87278466,NA
TX,2014,Q2,97.12209792,NA
TX,2014,Q3,104.0307281,NA
TX,2014,Q4,99.2621287,NA
TX,2015,Annual,108.9148798,90.93821612
TX,2015,Q1,95.91616899,80.39977499
TX,2015,Q2,101.823497,88.69553794
TX,2015,Q3,108.2593351,95.50022223
TX,2015,Q4,129.6605182,99.15732933
TX,2016,Annual,134.0961855,101.8297473
TX,2016,Q1,131.5365393,98.98045815
TX,2016,Q2,135.1708921,105.8579004
TX,2016,Q3,140.4124645,108.4626273
TX,2016,Q4,129.2648463,94.01800327
TX,2017,Annual,131.3772709,96.38418139
TX,2017,Q1,133.8508139,97.59361804
TX,2017,Q2,132.8017479,99.09695779
TX,2017,Q3,131.7377273,98.490217
TX,2017,Q4,127.1187945,90.35593274
TX,2018,Annual,NA,NA
TX,2018,Q1,120.2838426,84.1317921
TX,2018,Q2,120.7025951,85.55461364
TX,2018,Q3,125.7785595,97.75055973
TX,2018,Q4,122.5464652,86.66246048
TX,2019,Q1,NA,NA
TX,2019,Q2,NA,NA
UT,2005,Annual,121.7375087,127.1586234
UT,2005,Q1,123.0080743,120.3330639
UT,2005,Q2,119.5376189,127.4869602
UT,2005,Q3,123.7583314,132.3291007
UT,2005,Q4,120.64601,128.485369
UT,2006,Annual,130.3963379,145.2373394
UT,2006,Q1,125.0116765,138.4297726
UT,2006,Q2,135.3107784,154.5389923
UT,2006,Q3,132.5543886,155.1678918
UT,2006,Q4,128.708508,132.812701
UT,2007,Annual,132.3741427,142.4624151
UT,2007,Q1,130.34907,146.9057649
UT,2007,Q2,135.6178623,139.748413
UT,2007,Q3,135.0757922,158.0020979
UT,2007,Q4,128.4538463,125.1933845
UT,2008,Annual,128.6818638,158.3126538
UT,2008,Q1,130.7850523,149.1677457
UT,2008,Q2,125.8717581,149.0627792
UT,2008,Q3,125.7301482,176.293143
UT,2008,Q4,132.3404967,158.7269472
UT,2009,Annual,135.3873571,150.3125027
UT,2009,Q1,129.0184627,139.9064077
UT,2009,Q2,143.5117578,154.7931648
UT,2009,Q3,144.3303788,171.2717739
UT,2009,Q4,124.6888291,135.2786644
UT,2010,Annual,138.8212083,157.2478325
UT,2010,Q1,134.5615033,145.0893601
UT,2010,Q2,137.9082119,167.0339715
UT,2010,Q3,140.2228055,170.8812433
UT,2010,Q4,142.5923124,145.986755
UT,2011,Annual,151.382948,151.1505272
UT,2011,Q1,149.4103518,150.6173757
UT,2011,Q2,154.9087448,159.1056604
UT,2011,Q3,158.2739326,158.2337786
UT,2011,Q4,142.9387629,136.645294
UT,2012,Annual,157.4596309,158.2064726
UT,2012,Q1,153.0580479,148.4481473
UT,2012,Q2,151.2957846,157.785528
UT,2012,Q3,164.1883683,168.2763163
UT,2012,Q4,161.2963228,158.3158989
UT,2013,Annual,168.9269769,151.9059247
UT,2013,Q1,156.9670516,138.7801973
UT,2013,Q2,165.8825409,152.604923
UT,2013,Q3,180.3419436,156.2733812
UT,2013,Q4,172.5163715,159.9651974
UT,2014,Annual,204.4488897,173.1920218
UT,2014,Q1,195.5700162,152.4411013
UT,2014,Q2,202.2260301,166.4234383
UT,2014,Q3,209.0907942,189.4545039
UT,2014,Q4,210.9087182,184.4490437
UT,2015,Annual,266.1293451,214.1192716
UT,2015,Q1,234.5294388,182.5010824
UT,2015,Q2,251.7252761,199.686935
UT,2015,Q3,260.7016287,223.232418
UT,2015,Q4,317.5610366,251.0566512
UT,2016,Annual,315.2980675,257.5597255
UT,2016,Q1,313.7188284,267.971219
UT,2016,Q2,321.9513838,261.8507245
UT,2016,Q3,310.2382825,260.5201822
UT,2016,Q4,315.2837753,239.8967765
UT,2017,Annual,313.752006,244.6385573
UT,2017,Q1,314.766104,250.3449795
UT,2017,Q2,321.860166,253.094845
UT,2017,Q3,309.4859496,259.9085495
UT,2017,Q4,308.8958044,215.2058552
UT,2018,Annual,NA,NA
UT,2018,Q1,NA,NA
UT,2018,Q2,NA,NA
UT,2018,Q3,NA,NA
UT,2018,Q4,NA,NA
UT,2019,Q1,NA,NA
UT,2019,Q2,NA,NA
VA,2005,Annual,NA,NA
VA,2005,Q1,NA,NA
VA,2005,Q2,NA,NA
VA,2005,Q3,NA,NA
VA,2005,Q4,NA,NA
VA,2006,Annual,92.99624978,NA
VA,2006,Q1,90.12689342,NA
VA,2006,Q2,96.93628389,NA
VA,2006,Q3,92.42383983,NA
VA,2006,Q4,92.49798199,NA
VA,2007,Annual,90.67525728,NA
VA,2007,Q1,93.01006979,NA
VA,2007,Q2,87.6672982,NA
VA,2007,Q3,92.8298711,NA
VA,2007,Q4,89.19379004,NA
VA,2008,Annual,99.57414362,NA
VA,2008,Q1,89.88276778,NA
VA,2008,Q2,102.1892576,NA
VA,2008,Q3,104.4534877,NA
VA,2008,Q4,101.7710614,NA
VA,2009,Annual,120.7228248,NA
VA,2009,Q1,122.3314089,NA
VA,2009,Q2,121.9236502,NA
VA,2009,Q3,123.9420043,NA
VA,2009,Q4,114.6942359,NA
VA,2010,Annual,125.9679441,NA
VA,2010,Q1,120.1559124,NA
VA,2010,Q2,128.0730569,NA
VA,2010,Q3,129.1311942,NA
VA,2010,Q4,126.5116127,NA
VA,2011,Annual,131.5472917,NA
VA,2011,Q1,127.7982945,NA
VA,2011,Q2,128.1482274,NA
VA,2011,Q3,138.1146802,NA
VA,2011,Q4,132.1279647,NA
VA,2012,Annual,138.5328265,NA
VA,2012,Q1,137.738477,NA
VA,2012,Q2,138.2041556,NA
VA,2012,Q3,137.4940618,NA
VA,2012,Q4,140.6946118,NA
VA,2013,Annual,157.0092237,NA
VA,2013,Q1,146.2632376,NA
VA,2013,Q2,159.9232454,NA
VA,2013,Q3,167.2767194,NA
VA,2013,Q4,154.5736925,NA
VA,2014,Annual,166.5533661,NA
VA,2014,Q1,153.0726673,NA
VA,2014,Q2,163.368608,NA
VA,2014,Q3,172.3796465,NA
VA,2014,Q4,177.3925425,NA
VA,2015,Annual,200.2176534,NA
VA,2015,Q1,174.0705731,NA
VA,2015,Q2,194.2445767,NA
VA,2015,Q3,203.5385951,NA
VA,2015,Q4,229.0168685,NA
VA,2016,Annual,237.8517172,NA
VA,2016,Q1,228.7485131,NA
VA,2016,Q2,243.0182775,NA
VA,2016,Q3,243.3289696,NA
VA,2016,Q4,236.3111085,NA
VA,2017,Annual,225.9680356,NA
VA,2017,Q1,228.1363527,NA
VA,2017,Q2,227.9619576,NA
VA,2017,Q3,230.3671183,NA
VA,2017,Q4,217.4067136,NA
VA,2018,Annual,207.2254982,NA
VA,2018,Q1,212.2004819,NA
VA,2018,Q2,204.8158135,NA
VA,2018,Q3,206.8299459,NA
VA,2018,Q4,205.0557514,NA
VA,2019,Q1,210.7017344,NA
VA,2019,Q2,NA,NA
VI,2009,Annual,NA,NA
VI,2010,Annual,NA,NA
VI,2011,Annual,NA,NA
VI,2012,Annual,NA,NA
VI,2013,Annual,NA,NA
VI,2015,Annual,NA,NA
VI,2016,Annual,NA,NA
VI,2017,Annual,NA,NA
VI,2018,Annual,NA,NA
VT,2005,Annual,110.6956015,120.8025912
VT,2005,Q1,127.0592992,109.0913175
VT,2005,Q2,94.97361755,109.7330311
VT,2005,Q3,113.5833129,144.3855672
VT,2005,Q4,107.1661766,120.0004492
VT,2006,Annual,100.9570924,151.0356502
VT,2006,Q1,98.55716155,140.7959451
VT,2006,Q2,99.83712469,145.2758161
VT,2006,Q3,103.0370325,161.2753553
VT,2006,Q4,102.397051,156.7954843
VT,2007,Annual,124.0742338,140.5216547
VT,2007,Q1,113.6947934,149.4639418
VT,2007,Q2,124.5532849,141.7991243
VT,2007,Q3,123.2758153,135.4117764
VT,2007,Q4,134.7730416,135.4117764
VT,2008,Annual,141.8965561,146.051185
VT,2008,Q1,147.6491192,148.2882929
VT,2008,Q2,128.4739089,126.5563879
VT,2008,Q3,136.7831667,138.7006878
VT,2008,Q4,154.6800297,170.6593716
VT,2009,Annual,137.9254913,188.40172
VT,2009,Q1,129.8878753,165.8963951
VT,2009,Q2,147.2491259,201.904915
VT,2009,Q3,140.1760238,218.6231564
VT,2009,Q4,134.3889402,167.1824137
VT,2010,Annual,144.6768562,141.9440711
VT,2010,Q1,133.1027077,118.9565262
VT,2010,Q2,146.605881,155.6079965
VT,2010,Q3,153.0359635,159.4660459
VT,2010,Q4,145.9628727,133.745716
VT,2011,Annual,166.8588894,169.889787
VT,2011,Q1,142.2926667,143.5688341
VT,2011,Q2,161.4351779,167.8160149
VT,2011,Q3,182.4919402,196.5297818
VT,2011,Q4,181.2157728,171.6445172
VT,2012,Annual,182.9243163,180.0710774
VT,2012,Q1,173.0964934,161.6835378
VT,2012,Q2,168.0240687,186.4116082
VT,2012,Q3,188.3137675,196.5564577
VT,2012,Q4,202.2629355,175.6327057
VT,2013,Annual,206.5463222,214.3615884
VT,2013,Q1,192.0322563,187.5663899
VT,2013,Q2,212.4476457,225.2072641
VT,2013,Q3,209.2577411,218.8274549
VT,2013,Q4,212.4476457,225.845245
VT,2014,Annual,203.2595085,223.7293882
VT,2014,Q1,192.5448058,225.8083603
VT,2014,Q2,197.022592,225.8083603
VT,2014,Q3,222.6099416,239.2417189
VT,2014,Q4,200.8606945,204.0591132
VT,2015,Annual,256.4421522,249.9035152
VT,2015,Q1,225.1842779,206.0468039
VT,2015,Q2,239.2184256,244.321752
VT,2015,Q3,296.6308477,264.0971418
VT,2015,Q4,264.7350576,285.1483633
VT,2016,Annual,283.0872145,273.6722508
VT,2016,Q1,257.8742608,264.257287
VT,2016,Q2,312.1299839,283.4063658
VT,2016,Q3,310.2150761,312.1299839
VT,2016,Q4,252.1295371,234.8953662
VT,2017,Annual,264.6728829,226.1546674
VT,2017,Q1,266.5908023,218.0035098
VT,2017,Q2,289.6058356,218.6428163
VT,2017,Q3,265.3121893,266.5908023
VT,2017,Q4,237.1827042,201.3815413
VT,2018,Annual,267.0755944,249.110149
VT,2018,Q1,251.5162355,226.4929365
VT,2018,Q2,269.4816809,270.764927
VT,2018,Q3,270.764927,282.9557649
VT,2018,Q4,276.5395344,216.2269677
VT,2019,Q1,286.9357572,NA
VT,2019,Q2,250.9885482,NA
WA,2005,Annual,144.2094757,NA
WA,2005,Q1,141.2715471,NA
WA,2005,Q2,144.6903548,NA
WA,2005,Q3,149.4714845,NA
WA,2005,Q4,141.4045164,NA
WA,2006,Annual,151.7123001,NA
WA,2006,Q1,145.3019878,NA
WA,2006,Q2,152.3543869,NA
WA,2006,Q3,157.9892654,NA
WA,2006,Q4,151.2035601,NA
WA,2007,Annual,158.6732492,NA
WA,2007,Q1,154.2332626,NA
WA,2007,Q2,151.7129575,NA
WA,2007,Q3,160.9331785,NA
WA,2007,Q4,167.8135982,NA
WA,2008,Annual,164.7482582,NA
WA,2008,Q1,156.9051172,NA
WA,2008,Q2,159.6115004,NA
WA,2008,Q3,164.9522473,NA
WA,2008,Q4,177.5241679,NA
WA,2009,Annual,195.6519408,NA
WA,2009,Q1,186.4435991,NA
WA,2009,Q2,188.3378541,NA
WA,2009,Q3,207.9246866,NA
WA,2009,Q4,199.9016234,NA
WA,2010,Annual,209.7935321,NA
WA,2010,Q1,202.845431,NA
WA,2010,Q2,207.4829129,NA
WA,2010,Q3,211.6742845,NA
WA,2010,Q4,217.1714999,NA
WA,2011,Annual,232.9006364,NA
WA,2011,Q1,215.2030197,NA
WA,2011,Q2,232.3697079,NA
WA,2011,Q3,246.7637696,NA
WA,2011,Q4,237.2660486,NA
WA,2012,Annual,256.2869783,NA
WA,2012,Q1,253.2851584,NA
WA,2012,Q2,248.9436943,NA
WA,2012,Q3,259.4279314,NA
WA,2012,Q4,263.4911292,NA
WA,2013,Annual,279.8522488,NA
WA,2013,Q1,266.8081053,NA
WA,2013,Q2,278.7736262,NA
WA,2013,Q3,287.4601341,NA
WA,2013,Q4,286.3671298,NA
WA,2014,Annual,313.1843011,NA
WA,2014,Q1,292.3300892,NA
WA,2014,Q2,304.7769563,NA
WA,2014,Q3,326.8159044,NA
WA,2014,Q4,328.8142546,NA
WA,2015,Annual,353.0814225,NA
WA,2015,Q1,331.1426568,NA
WA,2015,Q2,337.4108755,NA
WA,2015,Q3,361.6931645,NA
WA,2015,Q4,382.0789931,NA
WA,2016,Annual,388.6478301,NA
WA,2016,Q1,397.3670101,NA
WA,2016,Q2,375.7708462,NA
WA,2016,Q3,393.4811798,NA
WA,2016,Q4,387.9722841,NA
WA,2017,Annual,395.435374,NA
WA,2017,Q1,396.2877022,NA
WA,2017,Q2,399.6220822,NA
WA,2017,Q3,394.9385813,NA
WA,2017,Q4,390.8931304,NA
WA,2018,Annual,372.49166,NA
WA,2018,Q1,374.7666794,NA
WA,2018,Q2,372.3989711,NA
WA,2018,Q3,374.588347,NA
WA,2018,Q4,368.2126423,NA
WA,2019,Q1,NA,NA
WA,2019,Q2,NA,NA
WI,2005,Annual,117.8179712,59.46709724
WI,2005,Q1,113.5191266,56.71836766
WI,2005,Q2,117.991871,62.34477246
WI,2005,Q3,121.1271575,62.9281766
WI,2005,Q4,118.6337297,55.87707223
WI,2006,Annual,135.3731655,58.73335465
WI,2006,Q1,137.5348477,52.91066614
WI,2006,Q2,135.0287579,63.0759932
WI,2006,Q3,133.9962051,61.77987886
WI,2006,Q4,134.9328512,57.16688042
WI,2007,Annual,146.9734583,66.49703178
WI,2007,Q1,133.7847481,62.73039768
WI,2007,Q2,143.5625658,63.97147062
WI,2007,Q3,154.9611705,73.66645946
WI,2007,Q4,155.5853489,65.61979935
WI,2008,Annual,172.3653777,75.97622653
WI,2008,Q1,166.962777,67.75755781
WI,2008,Q2,174.9589536,79.16953779
WI,2008,Q3,177.0272743,83.59786462
WI,2008,Q4,170.5125057,73.37994589
WI,2009,Annual,178.6345346,93.0513583
WI,2009,Q1,176.4348573,83.09615634
WI,2009,Q2,177.6210084,95.30025469
WI,2009,Q3,183.4314321,99.22458918
WI,2009,Q4,177.0508405,94.584433
WI,2010,Annual,193.6699737,109.9324693
WI,2010,Q1,191.2647413,102.3453618
WI,2010,Q2,196.3063848,108.7801362
WI,2010,Q3,196.5886832,115.2811994
WI,2010,Q4,190.5200857,113.3231798
WI,2011,Annual,192.6271699,128.1466815
WI,2011,Q1,186.8891547,120.0234099
WI,2011,Q2,192.3383266,130.2861048
WI,2011,Q3,196.8072881,140.0625738
WI,2011,Q4,194.4739104,122.2146375
WI,2012,Annual,200.9248425,130.6307208
WI,2012,Q1,193.8185839,132.3124644
WI,2012,Q2,199.5103746,129.4774947
WI,2012,Q3,207.2057068,135.7623707
WI,2012,Q4,203.1647046,124.9705533
WI,2013,Annual,203.1602686,135.6300337
WI,2013,Q1,200.1529243,129.1349263
WI,2013,Q2,204.3047333,139.2596297
WI,2013,Q3,208.0554163,144.3297364
WI,2013,Q4,200.1280004,129.7958425
WI,2014,Annual,212.8083366,156.8465183
WI,2014,Q1,197.8547229,140.4428008
WI,2014,Q2,211.0566601,162.1984379
WI,2014,Q3,221.4865362,167.9273104
WI,2014,Q4,220.835427,156.817524
WI,2015,Annual,242.3078563,193.2327396
WI,2015,Q1,217.8366913,161.4719806
WI,2015,Q2,220.5040839,181.0064485
WI,2015,Q3,236.3869942,196.5933739
WI,2015,Q4,294.5036556,233.8591555
WI,2016,Annual,287.8358213,242.5030127
WI,2016,Q1,291.8558328,234.4808026
WI,2016,Q2,286.3669412,244.4738303
WI,2016,Q3,292.504802,263.5703166
WI,2016,Q4,280.6157093,227.4871013
WI,2017,Annual,261.6179369,239.1996298
WI,2017,Q1,267.9126614,243.7052024
WI,2017,Q2,269.276602,250.9703892
WI,2017,Q3,264.2272033,257.2540431
WI,2017,Q4,245.0552809,204.8688843
WI,2018,Annual,215.1506488,202.9114482
WI,2018,Q1,214.535151,188.2721688
WI,2018,Q2,208.8237192,208.9092977
WI,2018,Q3,227.8357545,215.8227434
WI,2018,Q4,209.4079703,198.6415828
WI,2019,Q1,208.8394747,NA
WI,2019,Q2,209.3759163,NA
WV,2005,Annual,138.0608239,NA
WV,2005,Q1,137.9506397,NA
WV,2005,Q2,124.2877968,NA
WV,2005,Q3,148.5283245,NA
WV,2005,Q4,141.4765346,NA
WV,2006,Annual,163.8978692,NA
WV,2006,Q1,150.4960327,NA
WV,2006,Q2,166.9737005,NA
WV,2006,Q3,175.1026833,NA
WV,2006,Q4,163.0190603,NA
WV,2007,Annual,173.223176,NA
WV,2007,Q1,167.5358237,NA
WV,2007,Q2,175.7556004,NA
WV,2007,Q3,193.2841936,NA
WV,2007,Q4,156.3170865,NA
WV,2008,Annual,225.2024367,NA
WV,2008,Q1,200.9875579,NA
WV,2008,Q2,222.5109471,NA
WV,2008,Q3,249.9678754,NA
WV,2008,Q4,227.3433665,NA
WV,2009,Annual,233.8069394,NA
WV,2009,Q1,217.7051408,NA
WV,2009,Q2,245.0561412,NA
WV,2009,Q3,237.9978185,NA
WV,2009,Q4,234.4686572,NA
WV,2010,Annual,260.630111,NA
WV,2010,Q1,249.0783332,NA
WV,2010,Q2,245.1177236,NA
WV,2010,Q3,278.5628708,NA
WV,2010,Q4,269.7615163,NA
WV,2011,Annual,296.2789753,NA
WV,2011,Q1,290.0829247,NA
WV,2011,Q2,292.6691023,NA
WV,2011,Q3,301.2896945,NA
WV,2011,Q4,301.0741797,NA
WV,2012,Annual,313.3226903,NA
WV,2012,Q1,300.7491194,NA
WV,2012,Q2,312.3063536,NA
WV,2012,Q3,315.3014307,NA
WV,2012,Q4,324.9338573,NA
WV,2013,Annual,338.1146769,NA
WV,2013,Q1,315.0711925,NA
WV,2013,Q2,353.1898535,NA
WV,2013,Q3,357.7124065,NA
WV,2013,Q4,326.4852549,NA
WV,2014,Annual,349.2798831,NA
WV,2014,Q1,332.6269771,NA
WV,2014,Q2,354.1841369,NA
WV,2014,Q3,367.7651477,NA
WV,2014,Q4,342.5432706,NA
WV,2015,Annual,373.6947913,NA
WV,2015,Q1,350.0226744,NA
WV,2015,Q2,357.3072816,NA
WV,2015,Q3,379.8217993,NA
WV,2015,Q4,407.6274099,NA
WV,2016,Annual,429.6120499,NA
WV,2016,Q1,412.0724451,NA
WV,2016,Q2,421.167055,NA
WV,2016,Q3,461.2266463,NA
WV,2016,Q4,423.9820533,NA
WV,2017,Annual,423.2853139,NA
WV,2017,Q1,434.1053238,NA
WV,2017,Q2,418.6637016,NA
WV,2017,Q3,426.4932565,NA
WV,2017,Q4,413.8789736,NA
WV,2018,Annual,430.6164389,NA
WV,2018,Q1,401.7841942,NA
WV,2018,Q2,431.4402173,NA
WV,2018,Q3,447.6961114,NA
WV,2018,Q4,441.5452326,NA
WV,2019,Q1,NA,NA
WV,2019,Q2,NA,NA
WY,2005,Annual,NA,NA
WY,2005,Q1,NA,NA
WY,2005,Q2,NA,NA
WY,2005,Q3,NA,NA
WY,2005,Q4,NA,NA
WY,2006,Annual,NA,NA
WY,2006,Q1,NA,NA
WY,2006,Q2,NA,NA
WY,2006,Q3,NA,NA
WY,2006,Q4,NA,NA
WY,2007,Annual,71.33856798,NA
WY,2007,Q1,67.25175011,NA
WY,2007,Q2,77.93158725,NA
WY,2007,Q3,64.85045271,NA
WY,2007,Q4,75.32048187,NA
WY,2008,Annual,71.53606626,NA
WY,2008,Q1,75.97674299,NA
WY,2008,Q2,47.5367065,NA
WY,2008,Q3,81.96178203,NA
WY,2008,Q4,80.66903351,NA
WY,2009,Annual,82.75366172,NA
WY,2009,Q1,92.18467345,NA
