State,Year,TimeInterval,IP,ED
FL,2017,Q3,384.2824088,238.0757016
FL,2017,Q4,366.0634834,223.4185963
FL,2018,Annual,376.2281293,205.2813873
FL,2018,Q1,365.1918425,197.3060131
FL,2018,Q2,372.2373,213.8062855
FL,2018,Q3,394.7150519,209.5993658
FL,2018,Q4,372.7683228,200.4138848
FL,2019,Q1,NA,196.0069457
FL,2019,Q2,NA,NA
GA,2005,Annual,45.82795386,37.33689688
GA,2005,Q1,45.28387561,34.78522993
GA,2005,Q2,47.56596867,35.54895576
GA,2005,Q3,45.40161912,39.25344997
GA,2005,Q4,45.06035204,39.75995186
GA,2006,Annual,48.68531698,40.81506336
GA,2006,Q1,48.187881,39.48633558
GA,2006,Q2,50.82514602,40.29538894
GA,2006,Q3,49.79553416,41.57992884
GA,2006,Q4,45.93270674,41.89860008
GA,2007,Annual,51.32049886,42.91458064
GA,2007,Q1,47.8919983,39.36045358
GA,2007,Q2,50.51790655,43.25848589
GA,2007,Q3,56.49291094,49.06636572
GA,2007,Q4,50.37917967,39.97301738
GA,2008,Annual,61.84513863,48.44416567
GA,2008,Q1,58.46079364,42.9374865
GA,2008,Q2,63.11687292,51.1404345
GA,2008,Q3,63.36086107,50.1453043
GA,2008,Q4,62.44202688,49.55343739
GA,2009,Annual,59.81166944,51.50352133
GA,2009,Q1,53.73585929,49.44015624
GA,2009,Q2,61.43245021,49.95561621
GA,2009,Q3,63.04779771,55.31746325
GA,2009,Q4,61.03057056,51.30084962
GA,2010,Annual,76.19252711,61.23973953
GA,2010,Q1,71.53336779,58.72781647
GA,2010,Q2,75.18923781,63.6655778
GA,2010,Q3,81.08120219,65.21538358
GA,2010,Q4,76.96630067,57.35018026
GA,2011,Annual,84.65628912,71.27518772
GA,2011,Q1,80.32434299,65.80793971
GA,2011,Q2,82.23494397,72.06173896
GA,2011,Q3,92.88914915,75.33828603
GA,2011,Q4,83.17672037,71.89278618
GA,2012,Annual,90.65614525,78.48637588
GA,2012,Q1,88.83451225,75.21339784
GA,2012,Q2,92.6737569,81.23845394
GA,2012,Q3,95.36567356,81.32724158
GA,2012,Q4,85.7506383,76.16641016
GA,2013,Annual,90.06789793,79.175817
GA,2013,Q1,90.50749168,73.13601999
GA,2013,Q2,89.35709876,82.28047622
GA,2013,Q3,93.1513695,87.78897263
GA,2013,Q4,87.25563177,73.49779917
GA,2014,Annual,93.65369902,84.75142751
GA,2014,Q1,88.88565377,73.25683893
GA,2014,Q2,91.79404221,86.5053507
GA,2014,Q3,100.456088,88.14147145
GA,2014,Q4,93.47901206,91.10204899
GA,2015,Annual,112.1256889,104.4733983
GA,2015,Q1,114.8625083,101.9494721
GA,2015,Q2,117.2183495,101.5596704
GA,2015,Q3,115.9758022,109.7868181
GA,2015,Q4,100.4460958,104.5976327
GA,2016,Annual,118.28688,119.4459508
GA,2016,Q1,109.04574,107.8354685
GA,2016,Q2,119.0380106,125.6148869
GA,2016,Q3,124.9995351,124.3736868
GA,2016,Q4,120.0642343,119.9597609
GA,2017,Annual,124.0894738,131.0814649
GA,2017,Q1,119.6600573,132.8752395
GA,2017,Q2,128.5892906,139.3496622
GA,2017,Q3,127.1815743,132.1804859
GA,2017,Q4,120.9269729,119.9204721
GA,2018,Annual,119.6828625,124.8594288
GA,2018,Q1,120.9588521,117.9342552
GA,2018,Q2,124.5941932,125.9237662
GA,2018,Q3,123.2614613,137.5001742
GA,2018,Q4,109.9169435,118.0795195
GA,2019,Q1,111.3643011,111.3204554
GA,2019,Q2,121.8590091,122.9303327
GM,2005,Annual,NA,NA
GM,2006,Annual,NA,NA
GM,2007,Annual,NA,NA
GM,2008,Annual,NA,NA
GM,2009,Annual,NA,NA
GM,2010,Annual,NA,NA
GM,2011,Annual,NA,NA
GM,2012,Annual,NA,NA
GM,2013,Annual,NA,NA
GM,2015,Annual,NA,NA
GM,2016,Annual,NA,NA
GM,2017,Annual,NA,NA
GM,2018,Annual,NA,NA
HI,2005,Annual,70.99212382,51.4844256
HI,2005,Q1,68.53653698,51.08442526
HI,2005,Q2,72.90710836,48.46100754
HI,2005,Q3,75.92656557,54.75123382
HI,2005,Q4,66.59828437,51.64103576
HI,2006,Annual,70.35819344,61.76016055
HI,2006,Q1,60.01679216,60.61976808
HI,2006,Q2,68.52897402,66.71800822
HI,2006,Q3,81.46230099,50.4580901
HI,2006,Q4,71.42470658,69.2447758
HI,2007,Annual,82.47820656,66.88485463
HI,2007,Q1,70.00015841,60.75867983
HI,2007,Q2,82.0128224,69.65767807
HI,2007,Q3,95.13058593,70.40915666
HI,2007,Q4,82.7692595,66.71390398
HI,2008,Annual,103.026021,67.53436416
HI,2008,Q1,87.10499966,60.21281829
HI,2008,Q2,100.9498397,73.61758413
HI,2008,Q3,107.5072695,74.74648728
HI,2008,Q4,116.5419753,61.56056692
HI,2009,Annual,110.7573304,72.56839945
HI,2009,Q1,112.0518167,70.53944136
HI,2009,Q2,106.5666088,75.27442295
HI,2009,Q3,112.4222903,74.91073086
HI,2009,Q4,111.9886057,69.54900263
HI,2010,Annual,114.598959,84.85871485
HI,2010,Q1,107.7125294,66.10370903
HI,2010,Q2,117.0163201,82.70650107
HI,2010,Q3,123.744049,87.93330597
HI,2010,Q4,109.9229376,102.6913433
HI,2011,Annual,120.546831,99.49328182
HI,2011,Q1,118.6499291,95.45480912
HI,2011,Q2,129.7636524,97.51075886
HI,2011,Q3,117.1746726,100.1541228
HI,2011,Q4,116.59907,104.8534365
HI,2012,Annual,119.7041306,101.9459578
HI,2012,Q1,113.4223133,102.5980641
HI,2012,Q2,118.1525618,99.12016364
HI,2012,Q3,119.8774282,108.3945649
HI,2012,Q4,127.3642191,97.67103844
HI,2013,Annual,142.6563012,94.85702459
HI,2013,Q1,119.4436217,83.64664896
HI,2013,Q2,142.4696301,104.9176181
HI,2013,Q3,150.4422204,98.01892541
HI,2013,Q4,158.2697326,92.84490589
HI,2014,Annual,141.5201679,112.2604556
HI,2014,Q1,134.227742,107.0225781
HI,2014,Q2,136.3799958,110.9863773
HI,2014,Q3,151.6422375,124.0102889
HI,2014,Q4,143.8306961,107.0225781
HI,2015,Annual,160.1863734,117.8169736
HI,2015,Q1,151.7819032,98.8595345
HI,2015,Q2,147.7130858,107.565914
HI,2015,Q3,151.6671371,116.2722934
HI,2015,Q4,189.5833675,148.5701527
HI,2016,Annual,170.6973972,135.9974093
HI,2016,Q1,170.7726857,127.5887805
HI,2016,Q2,163.6591044,126.4768957
HI,2016,Q3,177.6717892,143.9890813
HI,2016,Q4,170.6860096,145.9348797
HI,2017,Annual,161.8774688,NA
HI,2017,Q1,160.3221761,NA
HI,2017,Q2,173.3721749,NA
HI,2017,Q3,164.9331578,NA
HI,2017,Q4,148.8823665,NA
HI,2018,Annual,153.1171363,NA
HI,2018,Q1,150.4852528,NA
HI,2018,Q2,161.6325926,NA
HI,2018,Q3,143.1031963,NA
HI,2018,Q4,157.2475035,NA
HI,2019,Q1,NA,NA
HI,2019,Q2,NA,NA
IA,2005,Annual,42.8299252,25.64328076
IA,2005,Q1,41.61112397,23.79892726
IA,2005,Q2,46.18488392,24.73508115
IA,2005,Q3,43.40221487,26.84002902
IA,2005,Q4,40.12147802,27.19908562
IA,2006,Annual,49.89252509,28.87549003
IA,2006,Q1,49.28457926,26.82017511
IA,2006,Q2,48.60444485,30.18954384
IA,2006,Q3,53.51767396,30.72864284
IA,2006,Q4,48.16340229,27.76359835
IA,2007,Annual,57.55442012,35.92120277
IA,2007,Q1,57.42026063,34.07650981
IA,2007,Q2,58.89601499,32.60075545
IA,2007,Q3,56.48114422,38.36961341
IA,2007,Q4,57.42026063,38.63793239
IA,2008,Annual,61.07136097,44.45226104
IA,2008,Q1,64.26085277,40.31406257
IA,2008,Q2,64.38343001,44.45226104
IA,2008,Q3,60.2343185,48.45696924
IA,2008,Q4,55.4068426,44.58575131
IA,2009,Annual,65.24098376,53.48217337
