State,Year,TimeInterval,Opioid.Overdose.Deaths.by.natural.and.semisynthetic.opioid..e.g..oxycodone.,Opioid.Overdose.Deaths.by.Synthetic.Opioids..other.than.Methadone..e.g..fentanyl..tramadol.,Opioid.Overdose.Deaths.by.Methadone,Opioid.Overdose.Deaths.by.Heroin,Opioid.Overdose.Deaths,All.Drug.Overdose.Deaths,Opioid.Overdose.Deaths.as.a.Percent.of.All.Drug.Overdose.Deaths,Opioid.Overdose.Death.Rate.per.100.000.Population..Age.Adjusted.,All.Drug.Overdose.Death.Rate.per.100.000.Population..Age.Adjusted.,IPRate,EDRate,RATESOpioidOverdoseDeathsByNaturalAndSemisyntheticOpioid,RATESOpioidOverdoseDeathsBySyntheticOpioidsOtherThanMethadone,RATESOpioidOverdoseDeathsbyMethadone,RATESOpioidOverdoseDeathsByHeroin,IPvisitCount,EDvisitCount,name
WA,2005,Annual,232,54,269,54,603,850,0.71,9.2,13,144.2094757,,3.450050115,0.803028906,4.000273625,0.803028906,9697,,Washington
WA,2006,Annual,263,51,337,54,661,,0.74,10,13.6,151.7123001,,3.911048191,0.758416189,5.01149521,0.803028906,10202,,Washington
WA,2007,Annual,276,37,277,75,,,0.68,9.7,14.4,158.6732492,,4.104369964,0.55022351,4.11924087,1.115317925,10670,,Washington
WA,2008,Annual,302,53,290,67,,1011,0.68,10.1,,164.7482582,,4.491013512,0.788158,4.312562644,0.99635068,11079,,Washington
WA,2009,Annual,329,71,262,67,,,0.72,10.2,14.3,195.6519408,,4.892527965,1.055834302,3.896177285,0.99635068,13157,,Washington
WA,2010,Annual,293,65,229,60,,,0.69,8.9,,209.7935321,,4.357175361,0.966608868,3.405437398,0.89225434,14108,,Washington
WA,2011,Annual,325,53,236,148,,,0.7,9.9,14.1,232.9006364,,4.833044342,0.788158,3.509533738,2.200894039,15661,,Washington
WA,2012,Annual,332,59,180,177,695,,0.71,9.7,13.7,256.2869783,,4.937140682,0.877383434,2.67676302,2.632150303,17234,,Washington
WA,2013,Annual,269,59,156,205,,,0.66,8.9,,279.8522488,,4.000273625,0.877383434,2.319861284,3.048535662,18819,,Washington
WA,2014,Annual,,62,115,289,673,,0.69,9.2,13.3,313.1843011,,,0.921996151,1.710154152,4.297691738,21060,,Washington
WA,2015,Annual,,65,111,303,,,0.63,9.3,14.7,353.0814225,,,0.966608868,1.650670529,4.505884417,23743,,Washington
WA,2016,Annual,292,93,122,283,,,0.64,9.4,14.5,388.6478301,,4.342304455,1.382994227,1.814250491,4.208466304,26135,,Washington
WA,2017,Annual,250,143,119,306,,1169,0.63,9.6,15.2,395.435374,,3.717726417,2.126539511,1.769637774,4.550497134,26591,,Washington
WA,2018,Annual,216,221,94,328,,,0.63,9.4,,372.49166,,3.212115624,3.286470153,1.397865133,4.877657059,25048,,Washington
WI,2005,Annual,135,53,72,31,273,518,0.53,4.9,9.3,117.8179712,59.46709724,2.373840906,0.931952356,1.266048483,0.545104208,6700,3382,Wisconsin
WI,2006,Annual,159,56,116,28,334,593,0.56,6,10.6,135.3731655,58.73335465,2.795857067,0.984704376,2.039744779,0.492352188,7699,3340,Wisconsin
WI,2007,Annual,180,55,140,34,,,0.6,6.7,11.1,146.9734583,66.49703178,3.165121208,0.967120369,2.46176094,0.597856228,8358,3782,Wisconsin
WI,2008,Annual,176,53,119,67,,,,6.6,10.6,172.3653777,75.97622653,3.094785181,0.931952356,2.092496799,1.17812845,9802,4321,Wisconsin
WI,2009,Annual,191,76,94,75,,,0.63,6.9,10.9,178.6345346,93.0513583,3.358545282,1.33638451,1.652896631,1.318800503,10159,5292,Wisconsin
WI,2010,Annual,228,66,85,92,,630,0.66,7.3,10.9,193.6699737,109.9324693,4.009153531,1.160544443,1.494640571,1.617728618,11014,6252,Wisconsin
WI,2011,Annual,232,60,78,135,,,0.68,8.3,12.1,192.6271699,128.1466815,4.079489557,1.055040403,1.371552524,2.373840906,10955,7288,Wisconsin
WI,2012,Annual,229,56,62,185,483,,0.7,8.6,12.2,200.9248425,130.6307208,4.026737537,0.984704376,1.090208416,3.253041242,11427,7429,Wisconsin
WI,2013,Annual,277,81,76,232,,,0.7,10.6,,203.1602686,135.6300337,4.870769859,1.424304544,1.33638451,4.079489557,11554,7713,Wisconsin
WI,2014,Annual,279,90,78,270,,,0.74,11.1,,212.8083366,156.8465183,4.905937873,1.582560604,1.371552524,4.747681812,12102,8920,Wisconsin
WI,2015,Annual,249,112,73,287,,,0.71,11.2,,242.3078563,193.2327396,4.378417672,1.969408752,1.28363249,5.046609927,13780,10989,Wisconsin
WI,2016,Annual,328,288,67,389,,,,15.8,19.3,287.8358213,242.5030127,5.767554202,5.064193933,1.17812845,6.840178611,16369,13791,Wisconsin
WI,2017,Annual,,466,58,414,,,0.79,,,261.6179369,239.1996298,,8.194147128,1.019872389,7.279778779,14878,13603,Wisconsin
WI,2018,Annual,251,506,56,327,,,,,,215.1506488,202.9114482,4.413585685,8.897507397,0.984704376,5.749970195,12236,11540,Wisconsin
WV,2005,Annual,54,42,60,,140,184,0.76,8.2,10.5,138.0608239,,2.914202636,2.266602051,3.238002929,,2558,,West Virginia
WV,2006,Annual,155,50,104,,285,362,0.79,16.1,20.4,163.8978692,,8.364840901,2.698335774,5.612538411,,3037,,West Virginia
WV,2007,Annual,177,80,93,21,,397,0.84,19,,173.223176,,9.552108641,4.317337239,5.01890454,1.133301025,3210,,West Virginia
WV,2008,Annual,218,87,86,36,,459,,,,225.2024367,,11.76474398,4.695104248,4.641137532,1.942801758,4173,,West Virginia
WV,2009,Annual,99,42,41,19,,226,,10.3,12.4,233.8069394,,5.342704833,2.266602051,2.212635335,1.025367594,4332,,West Virginia
WV,2010,Annual,342,102,69,28,,,,25.6,,260.630111,,18.4566167,5.50460498,3.723703369,1.511068034,4829,,West Virginia
WV,2011,Annual,442,99,59,34,,,,31.5,36.3,296.2789753,,23.85328825,5.342704833,3.184036214,1.834868327,5490,,West Virginia
WV,2012,Annual,348,89,67,63,468,,0.84,27.1,,313.3226903,,18.78041699,4.803037678,3.615769938,3.399903076,5806,,West Virginia
WV,2013,Annual,341,98,54,144,,,,27.9,,338.1146769,,18.40264998,5.288738118,2.914202636,7.77120703,6265,,West Virginia
WV,2014,Annual,,122,35,163,,,,,,349.2798831,,,6.58393929,1.888835042,8.796574625,6472,,West Virginia
WV,2015,Annual,,217,29,194,,,,,,373.6947913,,,11.71077726,1.565034749,10.4695428,6925,,West Virginia
WV,2016,Annual,,435,27,235,,,,,,429.6120499,,,23.47552124,1.457101318,12.68217814,7961,,West Virginia
WV,2017,Annual,279,618,35,244,833,,,,,423.2853139,,15.05671362,33.35143017,1.888835042,13.16787858,7843,,West Virginia
WV,2018,Annual,214,551,27,195,,,,,,430.6164389,,11.54887711,29.73566023,1.457101318,10.52350952,7979,,West Virginia
WY,2005,Annual,,,,,10,26,0.38,,4.9,,,,,,,,,Wyoming
WY,2006,Annual,,,,,14,55,0.25,,10.6,,,,,,,,,Wyoming
WY,2007,Annual,,,,,,63,0.4,4.6,,71.33856798,,,,,,402,,Wyoming
WY,2008,Annual,19,11,,,40,74,0.54,7.6,,71.53606626,,3.371029725,1.951648788,,,403,,Wyoming
WY,2009,Annual,15,,10,,,60,0.53,5.7,,82.75366172,,2.661339257,,1.774226171,,466,,Wyoming
WY,2010,Annual,31,,,,47,85,0.55,8.5,,75.77584854,,5.500101131,,,,427,,Wyoming
WY,2011,Annual,28,,,,43,85,0.51,7.5,15.2,69.3791665,,4.96783328,,,,391,,Wyoming
WY,2012,Annual,26,,,,45,98,0.46,7.7,,77.76149929,,4.612988045,,,,438,,Wyoming
WY,2013,Annual,33,,,,,98,0.49,8.6,17.2,89.48944916,,5.854946365,,,,504,,Wyoming
WY,2014,Annual,28,12,,10,54,109,0.5,9.3,,96.66948037,98.83032453,4.96783328,2.129071406,,1.774226171,545,557,Wyoming
WY,2015,Annual,28,,,,,96,0.48,7.9,16.4,97.89377755,105.0320996,4.96783328,,,,552,592,Wyoming
WY,2016,Annual,26,,,,50,99,0.51,8.7,17.6,127.7134527,144.5511077,4.612988045,,,,720,815,Wyoming
WY,2017,Annual,30,17,,,47,69,0.68,8.7,12.2,127.6103039,131.2764301,5.322678514,3.016184491,,,719,740,Wyoming
WY,2018,Annual,27,10,,,40,66,,6.8,11.1,,,4.790410662,1.774226171,,,,,Wyoming
,2005,Annual,,,,,,,,,,136.8080155,89.09913125,,,,,,,
,2006,Annual,,,,,,,,,,164.2363286,91.77770693,,,,,,,
,2007,Annual,,,,,,,,,,158.953267,82.62883434,,,,,,,
,2008,Annual,,,,,,,,,,165.7145372,94.13861823,,,,,,,
,2009,Annual,,,,,,,,,,181.3759784,107.3547639,,,,,,,
,2010,Annual,,,,,,,,,,197.05543,117.4924981,,,,,,,
,2011,Annual,,,,,,,,,,207.797426,131.1558478,,,,,,,
,2012,Annual,,,,,,,,,,210.4135501,146.7750486,,,,,,,
,2013,Annual,,,,,,,,,,213.7253841,166.2368656,,,,,,,
,2014,Annual,,,,,,,,,,224.5748949,177.6506105,,,,,,,
,2015,Annual,,,,,,,,,,252.4980587,210.0239353,,,,,,,
,2016,Annual,,,,,,,,,,296.9098105,243.516279,,,,,,,
,2017,Annual,,,,,,,,,,299.7375903,249.051451,,,,,,,
,2018,Annual,,,,,,,,,,,,,,,,,,
